id,latitude,longitude,elevation,name,element,first_year,last_year
ASM00094275,-18.3,143.55,295,GEORGETOWN POST OFFICE,TMAX,1977,1980
ASM00094275,-18.3,143.55,295,GEORGETOWN POST OFFICE,TMIN,1979,1998
ASM00094275,-18.3,143.55,295,GEORGETOWN POST OFFICE,PRCP,1977,2007
ASM00094275,-18.3,143.55,295,GEORGETOWN POST OFFICE,TAVG,1975,2007
ASM00094299,-16.288,149.965,9,WILLIS ISLAND,TMAX,1948,2021
ASM00094299,-16.288,149.965,9,WILLIS ISLAND,TMIN,1948,2021
ASM00094299,-16.288,149.965,9,WILLIS ISLAND,PRCP,1948,2021
ASM00094299,-16.288,149.965,9,WILLIS ISLAND,TAVG,1948,2021
ASM00094940,-35.083,150.8,85,JERVIS BAY,TMIN,1979,1981
ASM00094940,-35.083,150.8,85,JERVIS BAY,PRCP,1973,2004
ASM00094940,-35.083,150.8,85,JERVIS BAY,TAVG,1973,2004
ASM00094995,-31.542,159.079,7,LORD HOWE ISLAND AERO,TMAX,1948,2021
ASM00094995,-31.542,159.079,7,LORD HOWE ISLAND AERO,TMIN,1948,2021
ASM00094995,-31.542,159.079,7,LORD HOWE ISLAND AERO,PRCP,1948,2021
ASM00094995,-31.542,159.079,7,LORD HOWE ISLAND AERO,TAVG,1947,2021
ASM00094997,-53.1,73.717,12,HEARD ISLAND (THE SPIT),TAVG,1986,2015
ASM00094998,-54.499,158.937,8.3,MACQUARIE ISLAND,TMAX,1973,2021
ASM00094998,-54.499,158.937,8.3,MACQUARIE ISLAND,TMIN,1977,2021
ASM00094998,-54.499,158.937,8.3,MACQUARIE ISLAND,PRCP,1973,2021
ASM00094998,-54.499,158.937,8.3,MACQUARIE ISLAND,TAVG,1973,2021
ASM00095997,-53.017,73.4,4,HEARD ISLAND (ATLAS COVE),PRCP,2002,2002
ASM00095997,-53.017,73.4,4,HEARD ISLAND (ATLAS COVE),TAVG,1998,2012
ASN00001000,-16.2919,127.1956,320,KARUNJIE,PRCP,1940,1981
ASN00001000,-16.2919,127.1956,320,KARUNJIE,DAPR,1963,1980
ASN00001000,-16.2919,127.1956,320,KARUNJIE,DWPR,1963,1980
ASN00001000,-16.2919,127.1956,320,KARUNJIE,MDPR,1963,1980
ASN00001001,-15.1806,127.8456,2,OOMBULGURRI,PRCP,1914,2011
ASN00001001,-15.1806,127.8456,2,OOMBULGURRI,DAPR,1916,2009
ASN00001001,-15.1806,127.8456,2,OOMBULGURRI,DWPR,1916,2009
ASN00001001,-15.1806,127.8456,2,OOMBULGURRI,MDPR,1916,2009
ASN00001003,-14.1331,126.7158,5,PAGO MISSION,PRCP,1909,1940
ASN00001004,-15.4167,124.7167,47,KUNMUNYA,PRCP,1915,1948
ASN00001005,-15.4644,128.1,20,WYNDHAM PORT,TMAX,1957,1967
ASN00001005,-15.4644,128.1,20,WYNDHAM PORT,TMIN,1957,1967
ASN00001005,-15.4644,128.1,20,WYNDHAM PORT,PRCP,1887,1995
ASN00001005,-15.4644,128.1,20,WYNDHAM PORT,DAPR,1959,1993
ASN00001005,-15.4644,128.1,20,WYNDHAM PORT,DWPR,1959,1993
ASN00001005,-15.4644,128.1,20,WYNDHAM PORT,MDPR,1959,1993
ASN00001006,-15.51,128.1503,3.8,WYNDHAM AERO,TMAX,2000,2021
ASN00001006,-15.51,128.1503,3.8,WYNDHAM AERO,TMIN,2000,2021
ASN00001006,-15.51,128.1503,3.8,WYNDHAM AERO,PRCP,1951,2021
ASN00001006,-15.51,128.1503,3.8,WYNDHAM AERO,DAPR,1963,1976
ASN00001006,-15.51,128.1503,3.8,WYNDHAM AERO,DWPR,1963,1976
ASN00001006,-15.51,128.1503,3.8,WYNDHAM AERO,MDPR,1963,1976
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,TMAX,1957,2021
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,TMIN,1957,2021
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,PRCP,1956,2021
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,DAPR,1972,1972
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,DATX,2005,2005
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,DWPR,1972,1972
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,MDPR,1972,1972
ASN00001007,-13.7542,126.1485,6,TROUGHTON ISLAND,MDTX,2005,2005
ASN00001008,-16.3017,126.1825,640,MOUNT ELIZABETH OLD SITE,PRCP,1959,1977
ASN00001008,-16.3017,126.1825,640,MOUNT ELIZABETH OLD SITE,DAPR,1974,1975
ASN00001008,-16.3017,126.1825,640,MOUNT ELIZABETH OLD SITE,DWPR,1974,1975
ASN00001008,-16.3017,126.1825,640,MOUNT ELIZABETH OLD SITE,MDPR,1974,1975
ASN00001009,-15.4875,124.5222,12,KURI BAY,TMAX,1965,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,TMIN,1965,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,PRCP,1961,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,DAPR,1972,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,DATN,1991,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,DATX,1991,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,DWPR,1972,2010
ASN00001009,-15.4875,124.5222,12,KURI BAY,MDPR,1972,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,MDTN,1991,2012
ASN00001009,-15.4875,124.5222,12,KURI BAY,MDTX,1991,2012
ASN00001010,-14.7883,126.4964,210,THEDA,PRCP,1965,2021
ASN00001010,-14.7883,126.4964,210,THEDA,DAPR,1970,2008
ASN00001010,-14.7883,126.4964,210,THEDA,DWPR,1970,2008
ASN00001010,-14.7883,126.4964,210,THEDA,MDPR,1970,2008
ASN00001011,-16.0497,124.95,-999.9,PANTA DOWNS,PRCP,1966,1969
ASN00001012,-14.7925,125.8258,315,MITCHELL PLATEAU,TMAX,1970,1986
ASN00001012,-14.7925,125.8258,315,MITCHELL PLATEAU,TMIN,1970,1986
ASN00001012,-14.7925,125.8258,315,MITCHELL PLATEAU,PRCP,1968,1986
ASN00001012,-14.7925,125.8258,315,MITCHELL PLATEAU,DAPR,1970,1984
ASN00001012,-14.7925,125.8258,315,MITCHELL PLATEAU,DWPR,1970,1984
ASN00001012,-14.7925,125.8258,315,MITCHELL PLATEAU,MDPR,1970,1984
ASN00001013,-15.4872,128.1247,11,WYNDHAM,TMAX,1968,2015
ASN00001013,-15.4872,128.1247,11,WYNDHAM,TMIN,1968,2015
ASN00001013,-15.4872,128.1247,11,WYNDHAM,PRCP,1968,2020
ASN00001013,-15.4872,128.1247,11,WYNDHAM,DAPR,1980,2019
ASN00001013,-15.4872,128.1247,11,WYNDHAM,DATN,1987,2014
ASN00001013,-15.4872,128.1247,11,WYNDHAM,DATX,1987,2014
ASN00001013,-15.4872,128.1247,11,WYNDHAM,DWPR,1980,2019
ASN00001013,-15.4872,128.1247,11,WYNDHAM,MDPR,1980,2019
ASN00001013,-15.4872,128.1247,11,WYNDHAM,MDTN,1987,2014
ASN00001013,-15.4872,128.1247,11,WYNDHAM,MDTX,1987,2014
ASN00001014,-15.9078,128.1289,130,EMMA GORGE,PRCP,1998,2019
ASN00001014,-15.9078,128.1289,130,EMMA GORGE,DAPR,1998,2016
ASN00001014,-15.9078,128.1289,130,EMMA GORGE,DWPR,1998,2016
ASN00001014,-15.9078,128.1289,130,EMMA GORGE,MDPR,1998,2016
ASN00001016,-14.4861,126.7664,59,CARSON RIVER STATION,PRCP,1970,1997
ASN00001016,-14.4861,126.7664,59,CARSON RIVER STATION,DAPR,1970,1982
ASN00001016,-14.4861,126.7664,59,CARSON RIVER STATION,DWPR,1970,1982
ASN00001016,-14.4861,126.7664,59,CARSON RIVER STATION,MDPR,1970,1982
ASN00001017,-15.5,127.8333,-999.9,NULLA NULLA,PRCP,1923,1926
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,TMAX,1993,2021
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,TMIN,1993,2021
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,PRCP,1973,2021
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,DAPR,1974,2020
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,DATN,1994,2021
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,DATX,1994,2021
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,DWPR,1974,2020
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,MDPR,1974,2020
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,MDTN,1994,2021
ASN00001018,-16.4181,126.1025,546,MOUNT ELIZABETH,MDTX,1994,2021
ASN00001019,-14.2964,126.6453,23,KALUMBURU,TMAX,1998,2021
ASN00001019,-14.2964,126.6453,23,KALUMBURU,TMIN,1998,2021
ASN00001019,-14.2964,126.6453,23,KALUMBURU,PRCP,1998,2021
ASN00001019,-14.2964,126.6453,23,KALUMBURU,TAVG,2001,2021
ASN00001020,-14.09,126.3867,51,TRUSCOTT,TMAX,2004,2021
ASN00001020,-14.09,126.3867,51,TRUSCOTT,TMIN,2004,2021
ASN00001020,-14.09,126.3867,51,TRUSCOTT,PRCP,2004,2021
ASN00001020,-14.09,126.3867,51,TRUSCOTT,DAPR,2004,2004
ASN00001020,-14.09,126.3867,51,TRUSCOTT,DATN,2004,2005
ASN00001020,-14.09,126.3867,51,TRUSCOTT,DATX,2004,2005
ASN00001020,-14.09,126.3867,51,TRUSCOTT,MDPR,2004,2004
ASN00001020,-14.09,126.3867,51,TRUSCOTT,MDTN,2004,2005
ASN00001020,-14.09,126.3867,51,TRUSCOTT,MDTX,2004,2005
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,TMAX,1941,2005
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,TMIN,1941,2005
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,PRCP,1941,2005
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,DAPR,1996,1999
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,DATN,1994,2004
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,DATX,1994,2004
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,DWPR,1996,1999
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,MDPR,1996,1999
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,MDTN,1994,2004
ASN00001021,-14.2961,126.6431,23,KALUMBURU MISSION,MDTX,1994,2004
ASN00001022,-15.4997,128.1997,-999.9,WYNDHAM SIX MILE HOTEL,PRCP,1900,1917
ASN00001023,-16.0086,127.9806,90,EL QUESTRO,PRCP,1967,2021
ASN00001023,-16.0086,127.9806,90,EL QUESTRO,DAPR,1974,2015
ASN00001023,-16.0086,127.9806,90,EL QUESTRO,DWPR,1974,2015
ASN00001023,-16.0086,127.9806,90,EL QUESTRO,MDPR,1974,2015
ASN00001024,-15.9572,127.0628,300,ELLENBRAE,PRCP,1987,2021
ASN00001024,-15.9572,127.0628,300,ELLENBRAE,DAPR,1987,2021
ASN00001024,-15.9572,127.0628,300,ELLENBRAE,DWPR,1987,2021
ASN00001024,-15.9572,127.0628,300,ELLENBRAE,MDPR,1987,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,TMAX,1988,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,TMIN,1988,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,PRCP,1988,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,DAPR,1994,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,DATN,1988,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,DATX,1988,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,DWPR,1994,2010
ASN00001025,-15.3797,126.3114,385,DOONGAN,MDPR,1994,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,MDTN,1988,2021
ASN00001025,-15.3797,126.3114,385,DOONGAN,MDTX,1988,2021
ASN00001026,-15.7025,126.3786,370,DRYSDALE RIVER STATION,PRCP,1988,2021
ASN00001026,-15.7025,126.3786,370,DRYSDALE RIVER STATION,DAPR,2002,2008
ASN00001026,-15.7025,126.3786,370,DRYSDALE RIVER STATION,DWPR,2002,2008
ASN00001026,-15.7025,126.3786,370,DRYSDALE RIVER STATION,MDPR,2002,2008
ASN00001027,-15.6394,128.0803,14,DIGGERS REST,PRCP,1971,2021
ASN00001027,-15.6394,128.0803,14,DIGGERS REST,DAPR,2004,2021
ASN00001027,-15.6394,128.0803,14,DIGGERS REST,DWPR,2004,2021
ASN00001027,-15.6394,128.0803,14,DIGGERS REST,MDPR,2004,2021
ASN00001028,-15.7231,127.8297,10,HOME VALLEY,PRCP,1991,2020
ASN00001028,-15.7231,127.8297,10,HOME VALLEY,DAPR,1996,2020
ASN00001028,-15.7231,127.8297,10,HOME VALLEY,DWPR,1996,2020
ASN00001028,-15.7231,127.8297,10,HOME VALLEY,MDPR,1996,2020
ASN00001030,-14.5786,125.9133,3,KIMBERLEY COASTAL CAMP,PRCP,1995,2013
ASN00001030,-14.5786,125.9133,3,KIMBERLEY COASTAL CAMP,DAPR,1995,2007
ASN00001030,-14.5786,125.9133,3,KIMBERLEY COASTAL CAMP,DWPR,1995,2007
ASN00001030,-14.5786,125.9133,3,KIMBERLEY COASTAL CAMP,MDPR,1995,2007
ASN00001031,-13.96,127.1964,60,FARAWAY BAY,PRCP,1996,2021
ASN00001031,-13.96,127.1964,60,FARAWAY BAY,DAPR,1998,2020
ASN00001031,-13.96,127.1964,60,FARAWAY BAY,DWPR,1998,2020
ASN00001031,-13.96,127.1964,60,FARAWAY BAY,MDPR,1998,2020
ASN00001032,-14.1472,126.6483,6,MCGOWAN ISLAND,PRCP,1997,2000
ASN00001032,-14.1472,126.6483,6,MCGOWAN ISLAND,DAPR,1998,2000
ASN00001032,-14.1472,126.6483,6,MCGOWAN ISLAND,DWPR,1998,2000
ASN00001032,-14.1472,126.6483,6,MCGOWAN ISLAND,MDPR,1998,2000
ASN00001035,-15.5969,128.2781,20,PARRY CREEK FARM,PRCP,2003,2021
ASN00001035,-15.5969,128.2781,20,PARRY CREEK FARM,DAPR,2003,2021
ASN00001035,-15.5969,128.2781,20,PARRY CREEK FARM,DWPR,2003,2021
ASN00001035,-15.5969,128.2781,20,PARRY CREEK FARM,MDPR,2003,2021
ASN00002000,-17.7569,127.9386,363,ALICE DOWNS,PRCP,1905,2002
ASN00002000,-17.7569,127.9386,363,ALICE DOWNS,DAPR,1972,2002
ASN00002000,-17.7569,127.9386,363,ALICE DOWNS,DWPR,1972,2002
ASN00002000,-17.7569,127.9386,363,ALICE DOWNS,MDPR,1972,2002
ASN00002001,-16.5039,128.9172,120,ARGYLE DOWNS,PRCP,1890,2016
ASN00002001,-16.5039,128.9172,120,ARGYLE DOWNS,DAPR,1975,2004
ASN00002001,-16.5039,128.9172,120,ARGYLE DOWNS,DWPR,1975,2004
ASN00002001,-16.5039,128.9172,120,ARGYLE DOWNS,MDPR,1975,2004
ASN00002002,-18.8833,126.2333,-999.9,BOHEMIA DOWNS,PRCP,1906,1959
ASN00002003,-16.87,128.1836,194,BOW RIVER,PRCP,1945,1994
ASN00002003,-16.87,128.1836,194,BOW RIVER,DAPR,1973,1975
ASN00002003,-16.87,128.1836,194,BOW RIVER,DWPR,1973,1975
ASN00002003,-16.87,128.1836,194,BOW RIVER,MDPR,1973,1975
ASN00002004,-16.5833,128.3667,-999.9,GLEN HILL,PRCP,1962,1964
ASN00002005,-15.4864,128.5344,20,CARLTON HILL,PRCP,1898,2021
ASN00002005,-15.4864,128.5344,20,CARLTON HILL,DAPR,1907,2008
ASN00002005,-15.4864,128.5344,20,CARLTON HILL,DWPR,1907,2008
ASN00002005,-15.4864,128.5344,20,CARLTON HILL,MDPR,1907,2008
ASN00002006,-15.5,128.25,-999.9,ASCOT,PRCP,1910,1921
ASN00002007,-16.3167,128.25,-999.9,DUNHAM RIVER STATION,PRCP,1920,1970
ASN00002008,-18.3167,128,-999.9,FLORA VALLEY OLD,PRCP,1899,1975
ASN00002008,-18.3167,128,-999.9,FLORA VALLEY OLD,DAPR,1967,1967
ASN00002008,-18.3167,128,-999.9,FLORA VALLEY OLD,DWPR,1967,1967
ASN00002008,-18.3167,128,-999.9,FLORA VALLEY OLD,MDPR,1967,1967
ASN00002009,-16.4203,126.4411,488,GIBB RIVER,PRCP,1922,2021
ASN00002009,-16.4203,126.4411,488,GIBB RIVER,DAPR,1971,1999
ASN00002009,-16.4203,126.4411,488,GIBB RIVER,DWPR,1971,1996
ASN00002009,-16.4203,126.4411,488,GIBB RIVER,MDPR,1971,1999
ASN00002010,-18.7506,128.5842,354,GORDON DOWNS,PRCP,1919,1997
ASN00002010,-18.7506,128.5842,354,GORDON DOWNS,DAPR,1996,1997
ASN00002010,-18.7506,128.5842,354,GORDON DOWNS,DWPR,1996,1996
ASN00002010,-18.7506,128.5842,354,GORDON DOWNS,MDPR,1996,1997
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,TMAX,1898,1969
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,TMIN,1898,1969
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,PRCP,1891,1998
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,DAPR,1970,1970
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,DATN,1898,1951
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,DATX,1905,1951
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,DWPR,1970,1970
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,MDPR,1970,1970
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,MDTN,1898,1951
ASN00002011,-18.2519,127.7817,360,OLD HALLS CREEK,MDTX,1905,1951
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,TMAX,1944,2021
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,TMIN,1944,2021
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,PRCP,1944,2021
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,DAPR,2002,2016
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,DATN,2014,2014
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,DATX,2014,2014
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,DWPR,2002,2016
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,MDPR,2002,2016
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,MDTN,2014,2014
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,MDTX,2014,2014
ASN00002012,-18.2292,127.6636,422,HALLS CREEK AIRPORT,TAVG,1944,2021
ASN00002013,-15.69,128.6833,40,IVANHOE STATION,PRCP,1907,2021
ASN00002013,-15.69,128.6833,40,IVANHOE STATION,DAPR,1972,2012
ASN00002013,-15.69,128.6833,40,IVANHOE STATION,DWPR,1972,2012
ASN00002013,-15.69,128.6833,40,IVANHOE STATION,MDPR,1972,2012
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,TMAX,1965,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,TMIN,1965,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,PRCP,1944,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,DAPR,1950,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,DATN,1986,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,DATX,1986,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,DWPR,1950,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,MDPR,1950,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,MDTN,1986,2010
ASN00002014,-15.6547,128.7092,31,KIMBERLEY RES.STATION,MDTX,1986,2010
ASN00002015,-18.4086,127.3547,400,LAMBOO,PRCP,1920,2007
ASN00002015,-18.4086,127.3547,400,LAMBOO,DAPR,1971,2007
ASN00002015,-18.4086,127.3547,400,LAMBOO,DWPR,1971,2007
ASN00002015,-18.4086,127.3547,400,LAMBOO,MDPR,1971,2007
ASN00002016,-16.6742,128.5533,120,LISSADELL,PRCP,1896,2009
ASN00002016,-16.6742,128.5533,120,LISSADELL,DAPR,1973,2006
ASN00002016,-16.6742,128.5533,120,LISSADELL,DWPR,1973,2005
ASN00002016,-16.6742,128.5533,120,LISSADELL,MDPR,1973,2006
ASN00002017,-18.7106,126.7111,248,LOUISA DOWNS,PRCP,1916,1995
ASN00002017,-18.7106,126.7111,248,LOUISA DOWNS,DAPR,1991,1991
ASN00002017,-18.7106,126.7111,248,LOUISA DOWNS,DWPR,1991,1991
ASN00002017,-18.7106,126.7111,248,LOUISA DOWNS,MDPR,1991,1991
ASN00002018,-17.1792,128.1217,254,MABEL DOWNS,PRCP,1922,2004
ASN00002018,-17.1792,128.1217,254,MABEL DOWNS,DAPR,1964,2004
ASN00002018,-17.1792,128.1217,254,MABEL DOWNS,DWPR,1964,2004
ASN00002018,-17.1792,128.1217,254,MABEL DOWNS,MDPR,1964,2004
ASN00002019,-18.6253,126.8617,280,MARGARET RIVER STATION,PRCP,1914,2018
ASN00002019,-18.6253,126.8617,280,MARGARET RIVER STATION,DAPR,1979,2004
ASN00002019,-18.6253,126.8617,280,MARGARET RIVER STATION,DWPR,1979,2004
ASN00002019,-18.6253,126.8617,280,MARGARET RIVER STATION,MDPR,1979,2004
ASN00002020,-18.1894,127.5011,430,MOOLA BULLA,PRCP,1904,2021
ASN00002020,-18.1894,127.5011,430,MOOLA BULLA,DAPR,1976,2002
ASN00002020,-18.1894,127.5011,430,MOOLA BULLA,DWPR,1976,2002
ASN00002020,-18.1894,127.5011,430,MOOLA BULLA,MDPR,1976,2002
ASN00002021,-18.3869,126.9892,300,MOUNT AMHURST,PRCP,1925,2021
ASN00002021,-18.3869,126.9892,300,MOUNT AMHURST,DAPR,1973,1973
ASN00002021,-18.3869,126.9892,300,MOUNT AMHURST,DWPR,1973,1973
ASN00002021,-18.3869,126.9892,300,MOUNT AMHURST,MDPR,1973,1973
ASN00002022,-18.016,126.3033,180,MOUNT WINIFRED,PRCP,2000,2021
ASN00002023,-18.0308,128.8942,380,NICHOLSON,PRCP,1923,2021
ASN00002023,-18.0308,128.8942,380,NICHOLSON,DAPR,1976,2017
ASN00002023,-18.0308,128.8942,380,NICHOLSON,DWPR,1976,2017
ASN00002023,-18.0308,128.8942,380,NICHOLSON,MDPR,1976,2017
ASN00002024,-17.4,128.85,-999.9,ORD RIVER,PRCP,1894,1967
ASN00002025,-18.3667,127.5667,-999.9,ROCKHOLE DOWNS,PRCP,1922,1949
ASN00002026,-18.5958,127.6419,450,RUBY PLAINS,PRCP,1901,2021
ASN00002026,-18.5958,127.6419,450,RUBY PLAINS,DAPR,2001,2020
ASN00002026,-18.5958,127.6419,450,RUBY PLAINS,DWPR,2001,2020
ASN00002026,-18.5958,127.6419,450,RUBY PLAINS,MDPR,2001,2020
ASN00002027,-16.35,128.0333,-999.9,SPEEWA STATION,PRCP,1908,1944
ASN00002028,-16.8181,128.8656,180,SPRING CREEK,PRCP,1927,2013
ASN00002028,-16.8181,128.8656,180,SPRING CREEK,DAPR,1972,2003
ASN00002028,-16.8181,128.8656,180,SPRING CREEK,DWPR,1972,2003
ASN00002028,-16.8181,128.8656,180,SPRING CREEK,MDPR,1972,2003
ASN00002029,-19.1625,128.1633,400,STURT CREEK,PRCP,1899,2021
ASN00002029,-19.1625,128.1633,400,STURT CREEK,DAPR,1978,2016
ASN00002029,-19.1625,128.1633,400,STURT CREEK,DWPR,1978,2016
ASN00002029,-19.1625,128.1633,400,STURT CREEK,MDPR,1978,2016
ASN00002030,-17.2964,126.915,450,YULMBU,PRCP,1950,2021
ASN00002030,-17.2964,126.915,450,YULMBU,DAPR,1969,1993
ASN00002030,-17.2964,126.915,450,YULMBU,DWPR,1969,1993
ASN00002030,-17.2964,126.915,450,YULMBU,MDPR,1969,1993
ASN00002031,-17.0103,128.4669,250,TEXAS DOWNS,PRCP,1922,1995
ASN00002031,-17.0103,128.4669,250,TEXAS DOWNS,DAPR,1991,1994
ASN00002031,-17.0103,128.4669,250,TEXAS DOWNS,DWPR,1991,1994
ASN00002031,-17.0103,128.4669,250,TEXAS DOWNS,MDPR,1991,1994
ASN00002032,-17.0156,128.2175,203,WARMUN,TMAX,1962,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,TMIN,1962,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,PRCP,1898,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,DAPR,1971,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,DATN,1988,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,DATX,1988,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,DWPR,1971,2017
ASN00002032,-17.0156,128.2175,203,WARMUN,MDPR,1971,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,MDTN,1988,2021
ASN00002032,-17.0156,128.2175,203,WARMUN,MDTX,1988,2021
ASN00002033,-17.8,128.3,-999.9,TURNER RIVER,PRCP,1920,1965
ASN00002034,-18.45,127.95,-999.9,ELVIRE,PRCP,1962,1969
ASN00002035,-17.15,127.75,-999.9,GREENVALE,PRCP,1914,1944
ASN00002035,-17.15,127.75,-999.9,GREENVALE,DAPR,1937,1937
ASN00002035,-17.15,127.75,-999.9,GREENVALE,DWPR,1937,1937
ASN00002035,-17.15,127.75,-999.9,GREENVALE,MDPR,1937,1937
ASN00002036,-17.3922,126.2306,280,OLD MORNINGTON HOMESTEAD,PRCP,2002,2021
ASN00002037,-17.3,128,-999.9,VIOLET VALLEY,PRCP,1912,1941
ASN00002038,-15.7828,128.7353,47,KUNUNURRA,TMAX,1965,1986
ASN00002038,-15.7828,128.7353,47,KUNUNURRA,TMIN,1965,1986
ASN00002038,-15.7828,128.7353,47,KUNUNURRA,PRCP,1962,1997
ASN00002038,-15.7828,128.7353,47,KUNUNURRA,DAPR,1972,1996
ASN00002038,-15.7828,128.7353,47,KUNUNURRA,DWPR,1972,1996
ASN00002038,-15.7828,128.7353,47,KUNUNURRA,MDPR,1972,1996
ASN00002039,-17.6667,126.0333,-999.9,DIMOND GORGE,PRCP,1984,1986
ASN00002040,-18.0333,127.9833,-999.9,SAUNDERS CREEK,PRCP,1964,1974
ASN00002041,-17.385,128.9231,170,ORD RIVER REGENERATION STATION,PRCP,1962,1997
ASN00002041,-17.385,128.9231,170,ORD RIVER REGENERATION STATION,DAPR,1981,1984
ASN00002041,-17.385,128.9231,170,ORD RIVER REGENERATION STATION,DWPR,1981,1984
ASN00002041,-17.385,128.9231,170,ORD RIVER REGENERATION STATION,MDPR,1981,1984
ASN00002042,-17.3594,126.1086,240,GLENROY,PRCP,1932,1993
ASN00002042,-17.3594,126.1086,240,GLENROY,DAPR,1974,1976
ASN00002042,-17.3594,126.1086,240,GLENROY,DWPR,1974,1976
ASN00002042,-17.3594,126.1086,240,GLENROY,MDPR,1974,1976
ASN00002043,-18.3368,126.1243,160,MOUNT KRAUSS,PRCP,2000,2021
ASN00002044,-16.1119,128.7414,163,LAKE ARGYLE RESORT,PRCP,1969,2021
ASN00002044,-16.1119,128.7414,163,LAKE ARGYLE RESORT,DAPR,1972,2020
